"Match_Id","Innings","Team","Over","Runs Scored","Extras","Overall"
829718,2,2,1,1,0,1
829742,2,2,1,1,3,4
829750,2,2,1,8,0,8
829754,2,2,1,3,1,4
829762,2,2,1,3,1,4
829776,2,2,1,2,2,4
829784,2,2,1,4,0,4
829808,2,2,1,10,0,10
829812,2,2,1,17,0,17
829818,2,2,1,2,0,2
980958,2,2,1,10,0,10
980974,2,2,1,4,0,4
981000,2,2,1,6,1,7
981016,2,2,1,5,0,5
981018,2,2,1,5,6,11
981024,2,2,1,4,1,5
1082591,2,2,1,11,0,11
1082607,2,2,1,7,0,7
1082617,2,2,1,1,2,3
1082624,2,2,1,4,0,4
1082633,2,2,1,7,0,7
598022,3,2,1,15,0,15
598009,4,2,1,15,0,15
335988,1,3,1,5,0,5
335994,1,3,1,6,1,7
336001,1,3,1,1,0,1
336006,1,3,1,4,0,4
336010,1,3,1,1,0,1
336012,1,3,1,4,0,4
336018,1,3,1,10,2,12
336023,1,3,1,1,0,1
336045,1,3,1,5,1,6
392190,1,3,1,8,1,9
392201,1,3,1,2,0,2
392207,1,3,1,4,0,4
392211,1,3,1,9,1,10
392214,1,3,1,10,0,10
392219,1,3,1,5,0,5
392229,1,3,1,4,0,4
392236,1,3,1,5,0,5
392239,1,3,1,6,0,6
392243,1,3,1,2,0,2
419118,1,3,1,1,0,1
419130,1,3,1,4,1,5
419142,1,3,1,8,0,8
419147,1,3,1,6,0,6
419152,1,3,1,6,0,6
419160,1,3,1,7,2,9
419168,1,3,1,5,1,6
419170,1,3,1,4,0,4
501203,1,3,1,5,0,5
501211,1,3,1,0,0,0
501216,1,3,1,2,0,2
501220,1,3,1,8,0,8
501231,1,3,1,2,0,2
501241,1,3,1,3,1,4
501250,1,3,1,1,0,1
501254,1,3,1,6,1,7
501258,1,3,1,6,0,6
501266,1,3,1,3,0,3
501271,1,3,1,4,1,5
501276,1,3,1,5,0,5
548311,1,3,1,4,1,5
548316,1,3,1,2,0,2
548321,1,3,1,4,0,4
548327,1,3,1,1,0,1
548335,1,3,1,6,0,6
548352,1,3,1,4,0,4
548357,1,3,1,6,0,6
548360,1,3,1,7,0,7
548376,1,3,1,4,0,4
548384,1,3,1,1,0,1
548385,1,3,1,12,0,12
548386,1,3,1,3,0,3
598025,1,3,1,5,0,5
598039,1,3,1,6,0,6
598043,1,3,1,5,1,6
598046,1,3,1,3,0,3
598056,1,3,1,0,0,0
598063,1,3,1,3,0,3
598067,1,3,1,4,1,5
598075,1,3,1,6,0,6
729288,1,3,1,4,5,9
729298,1,3,1,3,1,4
729302,1,3,1,5,0,5
733976,1,3,1,9,0,9
734018,1,3,1,7,0,7
734028,1,3,1,5,0,5
734034,1,3,1,12,0,12
829712,1,3,1,12,4,16
829716,1,3,1,4,0,4
829728,1,3,1,12,7,19
829740,1,3,1,9,0,9
829750,1,3,1,5,4,9
829758,1,3,1,4,0,4
829770,1,3,1,4,0,4
829784,1,3,1,0,0,0
829794,1,3,1,3,0,3
829802,1,3,1,5,0,5
829806,1,3,1,0,0,0
335998,2,3,1,4,1,5
336014,2,3,1,9,0,9
336030,2,3,1,3,2,5
336034,2,3,1,4,1,5
336038,2,3,1,5,1,6
336042,2,3,1,10,2,12
336044,2,3,1,7,0,7
392186,2,3,1,2,0,2
392194,2,3,1,11,0,11
392207,2,3,1,5,1,6
392222,2,3,1,9,0,9
392232,2,3,1,4,0,4
419115,2,3,1,4,0,4
419121,2,3,1,3,1,4
419126,2,3,1,5,1,6
419128,2,3,1,2,0,2
419134,2,3,1,4,0,4
419138,2,3,1,7,0,7
419158,2,3,1,3,5,8
419164,2,3,1,1,0,1
501226,2,3,1,4,1,5
501233,2,3,1,0,0,0
501245,2,3,1,5,0,5
501273,2,3,1,1,2,3
548323,2,3,1,2,0,2
548337,2,3,1,2,0,2
548348,2,3,1,2,0,2
548366,2,3,1,1,0,1
548369,2,3,1,2,0,2
548373,2,3,1,5,0,5
598007,2,3,1,5,0,5
598012,2,3,1,5,1,6
598017,2,3,1,2,1,3
598020,2,3,1,0,0,0
598027,2,3,1,6,1,7
598031,2,3,1,4,0,4
598035,2,3,1,4,0,4
598051,2,3,1,6,0,6
598073,2,3,1,8,0,8
598078,2,3,1,2,0,2
729308,2,3,1,0,0,0
729316,2,3,1,6,0,6
733986,2,3,1,7,0,7
733992,2,3,1,4,1,5
734000,2,3,1,12,0,12
734008,2,3,1,7,0,7
734040,2,3,1,5,0,5
734050,2,3,1,4,2,6
734052,2,3,1,9,0,9
829734,2,3,1,6,0,6
829778,2,3,1,13,0,13
829814,2,3,1,2,0,2
829822,2,3,1,2,0,2
829826,2,3,1,2,1,3
829828,2,3,1,5,0,5
419126,3,3,1,9,0,9
335992,1,4,1,1,0,1
335996,1,4,1,2,0,2
336008,1,4,1,5,0,5
336024,1,4,1,5,0,5
336033,1,4,1,3,0,3
336040,1,4,1,4,1,5
336044,1,4,1,7,0,7
392188,1,4,1,6,4,10
392191,1,4,1,1,0,1
392200,1,4,1,0,1,1
392205,1,4,1,5,0,5
392227,1,4,1,4,1,5
392234,1,4,1,7,2,9
419113,1,4,1,0,3,3
419117,1,4,1,1,0,1
419126,1,4,1,2,0,2
419137,1,4,1,5,0,5
419141,1,4,1,1,0,1
419148,1,4,1,11,2,13
419161,1,4,1,1,1,2
419164,1,4,1,14,1,15
501207,1,4,1,4,0,4
501225,1,4,1,11,2,13
501239,1,4,1,3,0,3
501253,1,4,1,5,0,5
501256,1,4,1,2,0,2
501262,1,4,1,5,0,5
501265,1,4,1,5,0,5
548328,1,4,1,7,0,7
548333,1,4,1,6,2,8
548336,1,4,1,3,0,3
548344,1,4,1,3,0,3
548348,1,4,1,6,3,9
548364,1,4,1,5,0,5
548374,1,4,1,4,2,6
548379,1,4,1,0,5,5
598012,1,4,1,5,0,5
598019,1,4,1,1,0,1
598021,1,4,1,0,1,1
598026,1,4,1,2,0,2
598033,1,4,1,9,0,9
598036,1,4,1,5,0,5
598057,1,4,1,1,0,1
598071,1,4,1,2,0,2
729300,1,4,1,2,0,2
729312,1,4,1,7,0,7
733978,1,4,1,5,0,5
733992,1,4,1,7,2,9
733996,1,4,1,8,2,10
734002,1,4,1,16,1,17
734030,1,4,1,10,1,11
734038,1,4,1,14,1,15
734052,1,4,1,10,0,10
734054,1,4,1,8,1,9
829722,1,4,1,10,0,10
829730,1,4,1,1,0,1
829738,1,4,1,2,0,2
829772,1,4,1,6,0,6
829796,1,4,1,2,0,2
829808,1,4,1,13,1,14
829814,1,4,1,5,0,5
980910,1,4,1,3,0,3
980918,1,4,1,2,0,2
980930,1,4,1,5,0,5
980940,1,4,1,8,0,8
980960,1,4,1,9,0,9
980976,1,4,1,1,0,1
980996,1,4,1,6,1,7
981010,1,4,1,8,0,8
1082601,1,4,1,10,0,10
1082612,1,4,1,8,0,8
1082616,1,4,1,11,0,11
1082633,1,4,1,2,0,2
1082637,1,4,1,2,0,2
1082639,1,4,1,8,0,8
1082641,1,4,1,13,0,13
1082645,1,4,1,4,0,4
335988,2,4,1,9,0,9
336000,2,4,1,1,1,2
336004,2,4,1,11,0,11
336011,2,4,1,2,4,6
336018,2,4,1,12,0,12
336021,2,4,1,10,2,12
336027,2,4,1,3,0,3
336036,2,4,1,14,0,14
392196,2,4,1,3,1,4
392209,2,4,1,3,0,3
392212,2,4,1,2,0,2
392215,2,4,1,1,1,2
392219,2,4,1,5,0,5
392221,2,4,1,7,1,8
392231,2,4,1,2,0,2
392239,2,4,1,3,0,3
419122,2,4,1,8,1,9
419129,2,4,1,7,0,7
419132,2,4,1,1,0,1
419144,2,4,1,8,0,8
419151,2,4,1,9,0,9
419154,2,4,1,7,0,7
501211,2,4,1,8,0,8
501217,2,4,1,9,0,9
501228,2,4,1,4,0,4
501242,2,4,1,1,0,1
501249,2,4,1,3,1,4
501259,2,4,1,5,2,7
501269,2,4,1,5,0,5
548314,2,4,1,11,1,12
548318,2,4,1,2,1,3
548324,2,4,1,7,0,7
548339,2,4,1,10,0,10
548355,2,4,1,8,3,11
548359,2,4,1,8,0,8
548371,2,4,1,2,1,3
548376,2,4,1,9,0,9
598008,2,4,1,14,0,14
598030,2,4,1,4,1,5
598042,2,4,1,6,1,7
598046,2,4,1,7,1,8
598050,2,4,1,5,2,7
598061,2,4,1,2,0,2
598064,2,4,1,7,0,7
598069,2,4,1,6,0,6
729288,2,4,1,3,0,3
729296,2,4,1,4,1,5
729318,2,4,1,2,0,2
734012,2,4,1,8,0,8
734024,2,4,1,4,2,6
734044,2,4,1,10,0,10
734048,2,4,1,4,1,5
829714,2,4,1,10,1,11
829746,2,4,1,2,0,2
829758,2,4,1,3,1,4
829764,2,4,1,4,0,4
829780,2,4,1,3,6,9
829790,2,4,1,3,8,11
829804,2,4,1,1,0,1
980924,2,4,1,3,0,3
980946,2,4,1,1,0,1
980968,2,4,1,1,1,2
980982,2,4,1,5,0,5
980990,2,4,1,1,0,1
981004,2,4,1,11,0,11
1082594,2,4,1,6,0,6
1082598,2,4,1,6,0,6
1082605,2,4,1,2,0,2
1082609,2,4,1,6,0,6
1082623,2,4,1,10,0,10
1082626,2,4,1,8,0,8
829746,3,4,1,13,2,15
419126,4,4,1,10,0,10
335989,1,5,1,6,1,7
336005,1,5,1,5,0,5
336013,1,5,1,5,0,5
336028,1,5,1,8,2,10
336038,1,5,1,7,5,12
336043,1,5,1,0,1,1
392195,1,5,1,3,1,4
392215,1,5,1,16,0,16
392222,1,5,1,5,0,5
392230,1,5,1,7,0,7
392238,1,5,1,22,0,22
419116,1,5,1,13,1,14
419120,1,5,1,7,0,7
419123,1,5,1,6,0,6
419129,1,5,1,8,0,8
419134,1,5,1,13,0,13
419146,1,5,1,6,0,6
419159,1,5,1,6,0,6
419163,1,5,1,6,0,6
501214,1,5,1,4,2,6
501219,1,5,1,4,0,4
501245,1,5,1,5,4,9
501257,1,5,1,3,1,4
501263,1,5,1,5,0,5
548314,1,5,1,3,2,5
548317,1,5,1,1,0,1
548325,1,5,1,4,0,4
548329,1,5,1,2,0,2
548337,1,5,1,5,0,5
548354,1,5,1,5,0,5
548359,1,5,1,2,1,3
548366,1,5,1,4,1,5
548370,1,5,1,6,2,8
548378,1,5,1,6,0,6
548382,1,5,1,6,1,7
598006,1,5,1,4,1,5
598010,1,5,1,0,1,1
598014,1,5,1,7,0,7
598024,1,5,1,2,1,3
598028,1,5,1,5,0,5
598031,1,5,1,5,0,5
598048,1,5,1,5,0,5
598077,1,5,1,4,0,4
729296,1,5,1,6,0,6
729320,1,5,1,7,0,7
733984,1,5,1,5,0,5
734008,1,5,1,2,0,2
734016,1,5,1,7,0,7
734046,1,5,1,5,0,5
829714,1,5,1,0,4,4
829746,1,5,1,5,1,6
829754,1,5,1,6,2,8
829782,1,5,1,2,3,5
829816,1,5,1,9,0,9
335992,2,5,1,5,1,6
335995,2,5,1,5,0,5
335997,2,5,1,9,0,9
336010,2,5,1,0,0,0
336016,2,5,1,10,0,10
336020,2,5,1,1,0,1
336024,2,5,1,5,0,5
336032,2,5,1,6,0,6
336041,2,5,1,1,0,1
336045,2,5,1,2,0,2
392187,2,5,1,1,1,2
392200,2,5,1,5,1,6
392203,2,5,1,4,2,6
392207,2,5,1,1,0,1
392210,2,5,1,2,1,3
392218,2,5,1,2,0,2
392225,2,5,1,5,0,5
392235,2,5,1,1,1,2
419112,2,5,1,1,0,1
419131,2,5,1,8,0,8
419139,2,5,1,1,0,1
419142,2,5,1,14,0,14
419148,2,5,1,8,1,9
419155,2,5,1,0,1,1
501204,2,5,1,11,0,11
501209,2,5,1,6,2,8
501225,2,5,1,7,0,7
501230,2,5,1,8,0,8
501236,2,5,1,3,0,3
501240,2,5,1,5,5,10
501254,2,5,1,8,0,8
501268,2,5,1,7,1,8
548322,2,5,1,7,0,7
548331,2,5,1,5,0,5
548341,2,5,1,5,3,8
548350,2,5,1,6,0,6
548363,2,5,1,4,0,4
598019,2,5,1,1,5,6
598037,2,5,1,1,0,1
598041,2,5,1,8,0,8
598052,2,5,1,8,1,9
598054,2,5,1,0,0,0
598057,2,5,1,4,0,4
598063,2,5,1,2,0,2
598068,2,5,1,4,1,5
598070,2,5,1,3,0,3
598076,2,5,1,8,0,8
729290,2,5,1,4,0,4
729302,2,5,1,9,1,10
729310,2,5,1,10,1,11
733980,2,5,1,5,0,5
733994,2,5,1,1,1,2
734004,2,5,1,6,0,6
734022,2,5,1,3,1,4
734038,2,5,1,5,0,5
829720,2,5,1,2,0,2
829726,2,5,1,1,0,1
829732,2,5,1,6,0,6
829740,2,5,1,1,0,1
829774,2,5,1,7,2,9
829792,2,5,1,8,0,8
829802,2,5,1,4,0,4
829824,2,5,1,11,0,11
392195,4,5,1,18,0,18
729320,4,5,1,11,0,11
829746,4,5,1,5,1,6
336000,1,6,1,8,0,8
336003,1,6,1,3,0,3
336014,1,6,1,6,1,7
336020,1,6,1,12,0,12
336025,1,6,1,7,0,7
336027,1,6,1,6,4,10
392194,1,6,1,2,0,2
392203,1,6,1,7,0,7
392228,1,6,1,4,1,5
392231,1,6,1,6,1,7
392235,1,6,1,2,2,4
392237,1,6,1,1,0,1
392242,1,6,1,0,0,0
419121,1,6,1,9,0,9
419133,1,6,1,13,0,13
419136,1,6,1,9,0,9
419139,1,6,1,11,0,11
419145,1,6,1,2,0,2
419154,1,6,1,4,0,4
501206,1,6,1,10,0,10
501209,1,6,1,5,0,5
501228,1,6,1,9,1,10
501232,1,6,1,5,1,6
501238,1,6,1,3,1,4
501243,1,6,1,9,0,9
501270,1,6,1,1,1,2
548347,1,6,1,1,0,1
548350,1,6,1,7,0,7
548362,1,6,1,0,0,0
548369,1,6,1,5,0,5
598003,1,6,1,8,1,9
598015,1,6,1,0,0,0
598022,1,6,1,0,1,1
598040,1,6,1,3,0,3
598049,1,6,1,4,0,4
598054,1,6,1,8,3,11
598064,1,6,1,5,1,6
729286,1,6,1,3,1,4
733980,1,6,1,9,0,9
733986,1,6,1,4,4,8
733990,1,6,1,8,0,8
733998,1,6,1,4,0,4
734024,1,6,1,6,0,6
734044,1,6,1,6,0,6
829720,1,6,1,7,1,8
829736,1,6,1,6,1,7
829744,1,6,1,1,2,3
829752,1,6,1,2,2,4
829762,1,6,1,1,1,2
829788,1,6,1,4,0,4
829818,1,6,1,2,1,3
980908,1,6,1,12,1,13
980938,1,6,1,10,0,10
980956,1,6,1,2,0,2
980970,1,6,1,2,0,2
981002,1,6,1,2,0,2
981016,1,6,1,9,1,10
1082599,1,6,1,0,2,2
1082605,1,6,1,8,0,8
1082608,1,6,1,10,0,10
1082622,1,6,1,5,0,5
1082626,1,6,1,1,0,1
1082642,1,6,1,3,0,3
335989,2,6,1,8,0,8
335993,2,6,1,4,0,4
336006,2,6,1,8,0,8
336009,2,6,1,2,0,2
336022,2,6,1,4,1,5
336031,2,6,1,6,4,10
336037,2,6,1,19,0,19
336043,2,6,1,5,3,8
392188,2,6,1,8,1,9
392199,2,6,1,9,0,9
392206,2,6,1,5,0,5
392211,2,6,1,5,0,5
392216,2,6,1,4,0,4
392220,2,6,1,5,3,8
392224,2,6,1,2,1,3
392240,2,6,1,8,0,8
419113,2,6,1,9,0,9
419116,2,6,1,11,1,12
419119,2,6,1,4,0,4
419125,2,6,1,9,0,9
419149,2,6,1,1,0,1
419157,2,6,1,7,1,8
419160,2,6,1,5,0,5
419165,2,6,1,5,0,5
501218,2,6,1,5,0,5
501221,2,6,1,1,0,1
501235,2,6,1,6,1,7
501248,2,6,1,5,0,5
501251,2,6,1,4,0,4
501258,2,6,1,4,0,4
501262,2,6,1,5,5,10
548312,2,6,1,5,0,5
548315,2,6,1,14,0,14
548321,2,6,1,12,0,12
548326,2,6,1,2,0,2
548330,2,6,1,8,0,8
548334,2,6,1,12,4,16
548338,2,6,1,5,0,5
548342,2,6,1,6,2,8
548354,2,6,1,1,0,1
548374,2,6,1,11,0,11
548377,2,6,1,10,1,11
548379,2,6,1,10,0,10
548383,2,6,1,8,3,11
548385,2,6,1,6,0,6
598006,2,6,1,3,2,5
598011,2,6,1,2,0,2
598025,2,6,1,8,1,9
598029,2,6,1,2,0,2
598033,2,6,1,1,0,1
598045,2,6,1,2,1,3
598059,2,6,1,7,0,7
598067,2,6,1,5,1,6
598072,2,6,1,6,6,12
729294,2,6,1,9,1,10
729298,2,6,1,6,0,6
729306,2,6,1,3,1,4
729314,2,6,1,6,0,6
734010,2,6,1,7,0,7
734016,2,6,1,6,0,6
734036,2,6,1,7,1,8
829712,2,6,1,4,0,4
829730,2,6,1,7,0,7
829766,2,6,1,4,0,4
829772,2,6,1,2,0,2
829782,2,6,1,6,0,6
829798,2,6,1,5,0,5
829806,2,6,1,5,0,5
980918,2,6,1,6,0,6
980926,2,6,1,5,6,11
980950,2,6,1,2,0,2
980966,2,6,1,10,0,10
980976,2,6,1,2,1,3
980988,2,6,1,5,0,5
980998,2,6,1,10,0,10
981008,2,6,1,2,6,8
1082595,2,6,1,8,1,9
1082611,2,6,1,1,1,2
1082614,2,6,1,9,0,9
1082630,2,6,1,3,0,3
1082632,2,6,1,9,2,11
1082635,2,6,1,4,0,4
1082640,2,6,1,7,0,7
1082646,2,6,1,2,0,2
598022,4,6,1,11,0,11
335990,1,7,1,8,0,8
335999,1,7,1,5,1,6
336009,1,7,1,4,1,5
336029,1,7,1,10,1,11
336037,1,7,1,5,0,5
336041,1,7,1,1,1,2
392186,1,7,1,3,0,3
392202,1,7,1,4,0,4
392208,1,7,1,7,2,9
392213,1,7,1,0,0,0
392220,1,7,1,0,1,1
392223,1,7,1,4,1,5
392232,1,7,1,1,0,1
392240,1,7,1,2,3,5
419112,1,7,1,13,0,13
419119,1,7,1,8,4,12
419124,1,7,1,5,0,5
419135,1,7,1,4,1,5
419143,1,7,1,9,3,12
419151,1,7,1,7,0,7
419155,1,7,1,10,1,11
419157,1,7,1,8,0,8
419162,1,7,1,4,0,4
419166,1,7,1,3,0,3
419167,1,7,1,2,0,2
501215,1,7,1,5,2,7
501226,1,7,1,0,0,0
501229,1,7,1,6,0,6
501236,1,7,1,7,0,7
501242,1,7,1,3,0,3
501246,1,7,1,5,0,5
501251,1,7,1,9,1,10
501268,1,7,1,2,0,2
548322,1,7,1,1,1,2
548330,1,7,1,0,2,2
548339,1,7,1,0,0,0
548356,1,7,1,4,0,4
548365,1,7,1,1,0,1
548368,1,7,1,1,0,1
598007,1,7,1,4,0,4
598011,1,7,1,0,0,0
598016,1,7,1,3,0,3
598029,1,7,1,2,0,2
598038,1,7,1,7,0,7
598042,1,7,1,2,0,2
598044,1,7,1,6,0,6
598051,1,7,1,4,0,4
598055,1,7,1,0,0,0
598068,1,7,1,2,0,2
598078,1,7,1,8,0,8
729292,1,7,1,8,0,8
729308,1,7,1,2,0,2
729314,1,7,1,5,2,7
733988,1,7,1,5,2,7
734000,1,7,1,3,1,4
734014,1,7,1,0,3,3
734022,1,7,1,4,0,4
734036,1,7,1,6,0,6
734050,1,7,1,6,0,6
829710,1,7,1,3,1,4
829726,1,7,1,6,0,6
829734,1,7,1,1,1,2
829742,1,7,1,2,0,2
829756,1,7,1,10,1,11
829774,1,7,1,5,0,5
829780,1,7,1,9,0,9
829810,1,7,1,6,0,6
829822,1,7,1,5,0,5
829828,1,7,1,1,0,1
980906,1,7,1,8,0,8
